id,carat,cut,color,clarity,depth,table,x,y,z,price
46523,0.71,Ideal,G,SI1,61.5,56,5.73,5.76,3.53,2749
46524,1.1,Ideal,G,VS1,62.1,55,6.59,6.57,4.09,6876
46525,0.91,Ideal,F,SI1,62.3,55,6.18,6.23,3.86,4284
46526,1.52,Premium,H,VS2,61,58,7.39,7.37,4.49,10441
46527,1.51,Ideal,H,VS2,61.9,57,7.37,7.34,4.55,11646
46528,1.3,Ideal,D,VS2,62.5,55,6.92,6.96,4.35,9254
46529,0.3,Ideal,G,VVS1,62.1,57,4.27,4.3,2.66,814
46530,0.83,Ideal,H,VS2,61,57,6.08,6.1,3.72,2833
46531,1.05,Ideal,F,SI1,60,57,6.6,6.64,3.97,5132
46532,1.01,Premium,G,SI1,61.4,60,6.44,6.48,3.97,5093
46533,0.5,Very Good,F,SI1,62.3,61,5.06,5.09,3.16,1133
46534,0.3,Ideal,I,VS1,62.7,56,4.27,4.3,2.69,473
46535,0.31,Ideal,F,VS2,61.3,56,4.37,4.42,2.69,625
46536,0.34,Ideal,D,SI1,62.1,57,4.49,4.47,2.78,715
46537,1.6,Ideal,G,VS1,62.6,55,7.51,7.47,4.69,16055
46538,0.72,Premium,G,SI1,61,62,5.81,5.79,3.54,2149
46539,1.01,Good,F,VS2,63.7,56,6.37,6.35,4.05,6830
46540,0.32,Premium,F,VS1,61.6,59,4.34,4.37,2.69,829
46541,0.34,Premium,E,VS2,61,58,4.5,4.47,2.74,984
46542,0.41,Good,E,SI1,63.8,57,4.74,4.68,3.02,744
46543,0.54,Ideal,F,VVS2,60.9,56,5.26,5.29,3.21,2562
46544,0.56,Premium,H,VS1,62.3,58,5.25,5.27,3.28,1577
46545,0.35,Ideal,F,VVS1,61.9,57,4.53,4.5,2.8,914
46546,0.58,Ideal,F,VVS2,61.9,57,5.34,5.37,3.31,1902
46547,0.43,Premium,I,VVS1,61.9,60,4.84,4.86,3,825
46548,0.77,Ideal,D,VS1,61.7,57,5.9,5.93,3.64,4182
46549,0.71,Ideal,D,SI2,60,57,5.84,5.88,3.53,2854
46550,0.77,Premium,I,VS2,59.9,59,5.95,5.89,3.55,2264
46551,0.28,Ideal,H,VVS2,62,54,4.2,4.23,2.61,480
46552,1.51,Ideal,I,SI1,62.8,56,7.31,7.28,4.57,9245
46553,0.31,Very Good,G,VVS2,60.2,55,4.42,4.45,2.67,687
46554,0.32,Good,G,VS1,63.1,56,4.38,4.37,2.76,645
46555,0.31,Good,I,VS2,63.1,57,4.31,4.33,2.73,446
46556,0.9,Premium,G,SI2,61.6,56,6.2,6.15,3.81,3363
46557,0.42,Premium,G,VVS2,62.2,58,4.78,4.76,2.97,965
46558,0.7,Ideal,F,SI1,62,56,5.73,5.71,3.54,2749
46559,0.71,Premium,F,VS2,62.8,61,5.7,5.68,3.58,2834
46560,1.01,Very Good,D,SI2,62.2,57,6.4,6.43,3.99,5656
46561,0.3,Ideal,E,VS2,61.7,55,4.3,4.32,2.66,658
46562,1.01,Very Good,G,VVS2,61.5,58,6.37,6.4,3.92,8529
46563,0.82,Ideal,E,SI2,61.2,57,6.06,6.02,3.71,2846
46564,0.5,Very Good,F,VS2,60,59,5.12,5.15,3.09,1574
46565,1.1,Ideal,J,IF,62,55,6.58,6.64,4.09,6165
46566,0.32,Premium,H,SI1,61,56,4.42,4.39,2.69,540
46567,0.42,Ideal,F,VVS1,61.6,56,4.85,4.8,2.97,1220
46568,0.43,Ideal,G,SI1,61.4,54,4.86,4.9,2.99,741
46569,0.51,Ideal,H,VVS1,62.2,55,5.14,5.17,3.2,1736
46570,2.01,Ideal,G,SI2,60.8,57,8.13,8.15,4.94,15197
46571,0.54,Ideal,D,VS2,61.3,56,5.23,5.26,3.22,1964
46572,0.3,Ideal,F,VS1,62.1,56,4.3,4.32,2.68,673
46573,1,Ideal,G,VS1,62.5,56,6.32,6.37,3.97,6290
46574,0.36,Ideal,D,SI1,61.8,56,4.6,4.57,2.83,810
46575,0.3,Ideal,F,VS2,61.9,57,4.31,4.28,2.66,776
46576,1.01,Premium,E,SI2,58.4,58,6.67,6.61,3.88,4782
46577,1.47,Ideal,G,VS2,62.3,54,7.25,7.28,4.52,12225
46578,0.71,Ideal,G,VS2,60.3,55,5.83,5.86,3.52,2852
46579,0.39,Premium,G,IF,59.1,59,4.75,4.77,2.81,1095
46580,0.33,Very Good,I,VS1,63.3,55,4.38,4.37,2.77,628
46581,0.3,Very Good,D,SI1,62.8,57,4.28,4.31,2.7,524
46582,0.55,Ideal,F,SI1,61.4,58,5.29,5.24,3.23,1421
46583,0.46,Ideal,E,VS2,62.1,57,4.92,4.94,3.06,1255
46584,0.57,Ideal,E,SI1,61.6,56,5.33,5.37,3.29,1709
46585,0.26,Ideal,F,VS2,62.4,56,4.1,4.13,2.57,598
46586,0.5,Ideal,G,SI1,61.5,57,5.11,5.14,3.15,1119
46587,0.34,Premium,G,VS2,60.2,60,4.51,4.53,2.72,596
46588,0.51,Ideal,H,VS2,60.6,59,5.21,5.18,3.14,1439
46589,0.57,Ideal,F,VS1,60.8,56,5.38,5.35,3.28,2242
46590,0.51,Ideal,G,VVS2,61.8,57,5.1,5.12,3.16,1787
46591,1.52,Very Good,G,IF,62.9,56,7.33,7.37,4.63,13998
46592,0.3,Ideal,F,VS2,62.9,55,4.3,4.26,2.69,605
46593,0.53,Ideal,G,VVS2,62.4,56,5.15,5.18,3.22,1799
46594,1.5,Premium,E,SI1,61.2,59,7.32,7.37,4.5,10728
46595,1.05,Premium,F,SI2,62.2,58,6.5,6.48,4.04,4207
46596,0.96,Premium,E,SI2,60,60,6.44,6.39,3.86,4160
46597,2.31,Ideal,I,VS1,61.6,55,8.49,8.45,5.2,16353
46598,1.16,Very Good,G,VVS2,60.4,59,6.82,6.77,4.1,8483
46599,1.01,Premium,H,SI2,62.9,58,6.49,6.46,4.09,4604
46600,1.23,Ideal,D,VS1,61.3,57,6.91,6.87,4.23,10880
46601,1.01,Premium,G,VS2,60.6,60,6.55,6.49,3.94,5899
46602,0.4,Very Good,I,VS2,62.8,59,4.73,4.75,2.98,809
46603,1.24,Ideal,H,VS1,60,60,6.98,7.03,4.19,8275
46604,0.4,Ideal,F,VS1,60.8,56,4.78,4.82,2.92,847
46605,1.01,Good,F,SI2,63.5,58,6.37,6.34,4.03,3648
46606,0.7,Premium,F,SI1,62.6,58,5.65,5.67,3.55,2469
46607,0.72,Ideal,D,SI1,61.7,56,5.75,5.78,3.56,2822
46608,1.03,Ideal,E,SI1,62.1,58,6.46,6.42,4,6248
46609,0.9,Very Good,H,VS1,61.9,59,6.12,6.2,3.82,4309
46610,0.26,Ideal,E,VVS2,62,56,4.11,4.15,2.56,629
46611,0.43,Ideal,I,VVS2,62.2,56,4.79,4.82,2.99,894
46612,0.51,Ideal,E,SI1,61.7,55,5.18,5.21,3.2,1441
46613,0.41,Ideal,E,VVS2,61,56,4.85,4.82,2.95,1243
46614,0.3,Ideal,F,VS1,62.4,56,4.3,4.32,2.69,570
46615,0.53,Ideal,G,VS2,62.6,57,5.15,5.18,3.23,1592
46616,0.52,Ideal,E,VS2,61.8,56,5.16,5.19,3.2,1689
46617,0.31,Ideal,D,SI1,61.9,55,4.33,4.38,2.7,589
46618,0.36,Good,D,SI1,63.4,57,4.51,4.54,2.87,619
46619,0.63,Ideal,G,VS1,61.8,56,5.5,5.54,3.41,2181
46620,0.7,Good,D,VS1,60.2,64,5.71,5.75,3.46,3373
46621,0.71,Ideal,E,SI2,61.9,56,5.7,5.68,3.52,2396
46622,0.41,Very Good,J,VS1,62.9,58,4.73,4.77,2.98,648
46623,1.1,Very Good,G,VS2,61.8,55,6.59,6.66,4.09,8796
46624,0.74,Premium,E,VS1,62.1,59,5.73,5.79,3.58,3228
46625,0.87,Ideal,I,VS2,62.5,54,6.06,6.09,3.81,3632
46626,0.9,Very Good,H,VS1,63.1,56,6.16,6.13,3.88,4490
46627,0.76,Very Good,H,SI1,61.6,58,5.84,5.87,3.6,2396
46628,1.56,Premium,G,VS1,62.3,58,7.39,7.43,4.62,15710
46629,1.54,Premium,I,VS2,62.1,59,7.32,7.46,4.59,9542
46630,0.83,Very Good,E,SI1,61.9,58,6.01,6.05,3.74,3596
46631,0.32,Ideal,D,VS2,62.3,54,4.4,4.37,2.73,758
46632,0.31,Ideal,F,VS2,61.3,55,4.4,4.38,2.69,802
46633,1,Ideal,H,SI2,61.7,56,6.45,6.4,3.97,4010
46634,1.06,Ideal,H,VS2,61.9,55,6.53,6.56,4.05,6194
46635,1.06,Ideal,D,VS1,61.2,56,6.62,6.57,4.04,9935
46636,1.01,Premium,H,IF,59,61,6.55,6.59,3.88,7906
46637,0.5,Ideal,E,SI2,61.8,56,5.14,5.17,3.18,1240
46638,0.3,Very Good,G,SI2,62.9,58,4.26,4.3,2.69,394
46639,0.32,Ideal,G,VS2,62,57,4.38,4.4,2.72,577
46640,1.01,Ideal,F,SI2,62.6,54,6.34,6.41,3.99,4560
46641,1.2,Very Good,I,SI1,63.2,57,6.68,6.65,4.19,4946
46642,0.42,Ideal,D,VVS2,61.6,56,4.79,4.82,2.95,1317
46643,1.02,Premium,I,VS2,62.4,58,6.45,6.36,4,4308
46644,1.21,Ideal,G,VS1,61.6,56,6.91,6.86,4.24,9870
46645,0.71,Premium,J,SI1,63,57,5.67,5.63,3.54,1790
46646,0.53,Ideal,F,SI1,62.3,57,5.16,5.2,3.23,1307
46647,0.57,Ideal,F,SI1,62,57,5.31,5.34,3.3,1561
46648,0.53,Ideal,F,SI1,61.6,55,5.23,5.2,3.23,1316
46649,1.22,Ideal,I,SI1,61.5,57,6.87,6.89,4.22,5993
46650,0.74,Very Good,D,SI1,63.6,56,5.74,5.68,3.63,2819
46651,0.7,Ideal,F,SI1,62.1,56,5.66,5.72,3.53,2359
46652,0.54,Ideal,E,VS1,61.5,57,5.31,5.28,3.25,1970
46653,0.51,Ideal,E,VS2,62,55,5.13,5.11,3.17,1715
46654,0.52,Ideal,E,SI1,60.6,56,5.22,5.2,3.17,1410
46655,2.04,Ideal,H,SI2,62.9,54,8.16,8.09,5.1,13320
46656,0.5,Ideal,F,SI1,62,56,5.04,5.11,3.15,1751
46657,0.3,Ideal,H,VVS2,61.5,55,4.35,4.38,2.68,607
46658,1.01,Ideal,D,SI2,62,58,6.39,6.47,3.98,5090
46659,0.41,Ideal,G,IF,61.6,55,4.78,4.81,2.95,1267
46660,0.55,Ideal,D,SI1,61.9,56,5.23,5.27,3.25,1773
46661,2,Very Good,E,SI2,58.6,60,8.14,8.17,4.8,13464
46662,1.01,Premium,F,SI1,60.8,61,6.47,6.51,3.95,5259
46663,2.28,Premium,D,SI2,61.8,59,8.43,8.38,5.18,17235
46664,1.67,Very Good,I,SI1,61.8,58,7.59,7.63,4.69,10681
46665,0.75,Ideal,F,SI2,61.9,55,5.87,5.82,3.61,2409
46666,0.24,Ideal,H,VVS2,63,54,3.97,4,2.52,426
46667,0.9,Premium,D,SI2,61.8,58,6.14,6.19,3.81,3304
46668,1.7,Very Good,G,VS1,62.7,59,7.51,7.54,4.72,14451
46669,0.3,Good,F,SI1,65,56,4.21,4.18,2.72,453
46670,1.2,Good,I,SI1,63.6,57,6.73,6.66,4.24,4829
46671,0.3,Ideal,H,SI1,62.5,56,4.28,4.31,2.69,442
46672,1.23,Good,F,VVS2,63.1,56,6.81,6.84,4.32,10748
46673,0.34,Ideal,E,SI2,62.4,55,4.45,4.43,2.77,612
46674,1.5,Good,H,SI2,63.1,58,7.24,7.29,4.59,7255
46675,1.01,Fair,E,SI2,66.4,55,6.19,6.12,4.08,3527
46676,1.7,Premium,H,SI2,59.9,60,7.74,7.69,4.64,12822
46677,1.11,Premium,G,VS2,62.4,59,6.66,6.61,4.14,6666
46678,1.11,Premium,H,SI1,62.5,58,6.6,6.64,4.14,4872
46679,0.3,Ideal,G,IF,61.7,56,4.33,4.34,2.67,956
46680,1.52,Premium,J,VS2,60.4,59,7.39,7.36,4.46,7143
46681,1.18,Premium,G,VVS2,60.6,59,6.84,6.81,4.14,9352
46682,1,Very Good,E,SI1,63,58,6.39,6.35,4.01,5231
46683,0.76,Ideal,E,SI1,61.4,56,5.89,5.94,3.63,3206
46684,0.5,Good,E,SI1,63.8,58,5.03,5.06,3.22,1629
46685,0.71,Premium,E,SI1,60.1,60,5.77,5.74,3.47,2680
46686,0.35,Ideal,D,VS1,59.3,56,4.59,4.64,2.74,910
46687,0.54,Very Good,D,VS2,63,58,5.18,5.14,3.25,1646
46688,1.01,Ideal,E,VVS1,62.4,57,6.42,6.39,4,10477
46689,0.34,Premium,E,VS2,60,59,4.56,4.51,2.72,646
46690,1.02,Ideal,F,VVS2,62.7,57,6.42,6.46,4.03,8580
46691,1.01,Premium,F,SI2,62.8,60,6.39,6.34,4,3938
46692,0.33,Ideal,H,VS2,61.4,55,4.45,4.49,2.74,521
46693,0.32,Ideal,H,VVS1,62.1,57,4.4,4.36,2.72,936
46694,1.5,Premium,I,SI2,62.4,59,7.25,7.31,4.54,7731
46695,1.52,Ideal,D,SI1,61.8,55,7.38,7.41,4.58,13872
46696,2.01,Good,J,SI1,62.8,61,7.94,8.03,5.01,12610
46697,0.42,Premium,G,VS2,61.4,56,4.83,4.79,2.95,1087
46698,0.31,Ideal,D,SI1,61.3,56,4.38,4.36,2.68,732
46699,1.08,Ideal,F,SI2,62.5,57,6.57,6.54,4.1,4588
46700,0.31,Premium,E,VVS1,62.5,59,4.34,4.31,2.7,1012
46701,0.56,Ideal,G,VS2,62.2,56,5.27,5.29,3.28,1813
46702,0.41,Ideal,G,VS1,61.1,57,4.76,4.77,2.91,899
46703,0.53,Ideal,H,VS2,61.5,58,5.18,5.23,3.19,1346
46704,0.3,Ideal,H,SI1,62.4,58,4.24,4.28,2.66,430
46705,1.05,Ideal,E,VVS2,61,57,6.57,6.61,4.02,9050
46706,0.41,Ideal,E,VVS1,61.3,57,4.76,4.8,2.93,1431
46707,0.3,Premium,D,VVS2,62,59,4.28,4.25,2.65,709
46708,1.14,Ideal,G,VS1,61.4,57,6.7,6.73,4.12,9587
46709,2.01,Very Good,J,SI1,63.1,57,7.97,7.86,5.01,13190
46710,0.43,Ideal,F,VVS1,60.9,57,4.83,4.88,2.96,1286
46711,1.01,Ideal,E,SI1,60.2,56,6.53,6.5,3.93,5975
46712,0.33,Ideal,F,VS2,61.8,55,4.48,4.45,2.76,854
46713,0.53,Ideal,E,VS2,61.6,55,5.21,5.23,3.22,1612
46714,0.76,Ideal,G,VS2,62.1,56,5.83,5.85,3.63,3348
46715,1.25,Ideal,H,VS2,62.5,57,6.88,6.83,4.28,7503
46716,0.7,Premium,F,SI1,61,60,5.73,5.69,3.49,2683
46717,1.02,Very Good,G,VS2,62.9,58,6.34,6.38,4,6169
46718,0.42,Ideal,G,VS2,61.4,57,4.79,4.83,2.95,847
46719,1.52,Very Good,E,SI1,60.5,59,7.38,7.42,4.46,9942
46720,1.52,Very Good,I,VS2,62,58,7.29,7.33,4.54,8864
46721,1.05,Premium,H,SI1,61.2,58,6.66,6.57,4.05,4678
46722,1.13,Ideal,G,VVS2,62.2,57,6.64,6.69,4.16,9178
46723,0.33,Ideal,E,VS1,62.1,56,4.48,4.45,2.77,1002
46724,0.7,Very Good,E,SI2,62.8,59,5.6,5.64,3.54,2100
46725,1.5,Very Good,I,SI1,62.2,59,7.28,7.23,4.51,7918
46726,0.32,Ideal,G,VVS1,62.5,56,4.4,4.37,2.74,963
46727,0.51,Very Good,E,SI2,60.4,57,5.17,5.23,3.14,1327
46728,1.51,Very Good,E,SI1,63.2,54,7.28,7.22,4.59,10888
46729,0.3,Premium,E,VS2,60.9,60,4.32,4.28,2.62,844
46730,1.01,Very Good,H,SI1,63.7,60,6.31,6.24,3.99,4432
46731,1.06,Ideal,F,SI1,62,57,6.57,6.52,4.05,6707
46732,1.09,Very Good,G,SI1,63,57,6.57,6.54,4.14,4678
46733,0.27,Ideal,F,VVS2,62.2,56,4.17,4.2,2.6,533
46734,0.51,Very Good,E,VS2,61.2,58,5.15,5.18,3.16,1629
46735,0.44,Ideal,I,VVS2,61.9,57,4.89,4.87,3.02,930
46736,1.02,Ideal,E,SI2,62.7,57,6.41,6.43,4.03,4453
46737,0.3,Very Good,G,VVS2,62.2,56,4.27,4.31,2.67,685
46738,0.38,Ideal,E,SI1,62,54,4.71,4.73,2.93,766
46739,0.38,Ideal,G,SI1,61.3,56,4.67,4.69,2.88,969
46740,0.31,Ideal,H,VS2,62.1,54,4.34,4.32,2.69,628
46741,0.7,Ideal,D,SI1,61.4,56,5.76,5.72,3.52,2782
46742,0.77,Ideal,G,SI2,60.9,57,5.92,5.96,3.6,2572
46743,0.4,Premium,D,VVS2,60.6,61,4.79,4.75,2.9,973
46744,1.21,Premium,H,VS1,60.1,58,6.91,6.94,4.17,7648
46745,1.51,Ideal,H,VS2,62.2,55,7.32,7.35,4.56,10957
46746,1.07,Ideal,G,SI1,62.1,56,6.57,6.53,4.07,5756
46747,0.36,Very Good,H,SI1,62.7,54,4.51,4.55,2.85,539
46748,2.03,Very Good,J,VS1,63.4,56,8.03,7.96,5.05,14105
46749,0.71,Ideal,I,SI1,61.2,56,5.79,5.74,3.53,2365
46750,0.71,Good,E,SI1,63.8,59,5.6,5.64,3.58,2776
46751,0.71,Ideal,H,VS2,62.1,58,5.66,5.73,3.54,2320
46752,0.33,Ideal,F,SI1,61.2,56,4.45,4.48,2.73,533
46753,0.3,Very Good,J,VS2,60,61,4.35,4.34,2.6,397
46754,0.32,Premium,G,VS2,62.3,58,4.38,4.34,2.72,720
46755,2.07,Premium,J,SI1,61.2,61,8.13,8.18,5,13503
46756,0.72,Ideal,J,VS1,62.1,56,5.73,5.76,3.57,1924
46757,0.7,Very Good,H,SI1,63.7,57,5.61,5.57,3.56,2214
46758,1.52,Very Good,H,SI1,59.6,62,7.48,7.59,4.47,9901
46759,0.73,Premium,F,VS1,58.7,60,5.97,5.93,3.49,3062
46760,0.74,Very Good,E,VVS2,59.8,60,5.85,5.92,3.52,3422
46761,1.31,Premium,H,VS2,61.7,61,6.89,6.93,4.26,7504
46762,1.53,Very Good,G,SI2,63.2,56,7.32,7.28,4.61,7414
46763,0.53,Ideal,D,VS2,62,57,5.18,5.21,3.22,1793
46764,0.77,Very Good,D,SI1,60.9,59,5.89,5.87,3.58,2896
46765,0.72,Very Good,F,SI1,62.4,57,5.71,5.74,3.58,2395
46766,1,Very Good,H,VS2,63.8,55,6.32,6.3,4.02,5331
46767,0.3,Very Good,E,VS2,63.8,55,4.27,4.29,2.73,658
46768,0.37,Ideal,D,VVS2,62.2,57,4.59,4.62,2.87,1133
46769,0.72,Premium,G,SI2,60.1,58,5.87,5.84,3.51,2079
46770,0.9,Very Good,F,SI1,63.1,60,6.11,6.09,3.86,4008
46771,1.24,Premium,H,SI1,62.4,59,6.88,6.84,4.28,5882
46772,1,Ideal,E,SI1,62.7,57,6.39,6.32,3.99,5863
46773,0.3,Ideal,F,IF,62.2,55,4.29,4.33,2.68,886
46774,0.31,Ideal,E,SI2,62,55,4.39,4.36,2.72,647
46775,0.41,Very Good,F,VVS2,60.4,61,4.8,4.78,2.9,1023
46776,0.3,Premium,D,SI1,61,60,4.32,4.37,2.65,552
46777,1.23,Ideal,H,VS1,61.4,55,6.87,6.92,4.23,7550
46778,0.5,Very Good,E,SI1,62.8,58,5.1,5.06,3.18,1415
46779,1.56,Premium,E,SI1,62.4,58,7.47,7.38,4.64,11314
46780,0.3,Ideal,G,VS1,61.1,57,4.33,4.31,2.64,689
46781,0.31,Ideal,D,VS2,62.1,56,4.32,4.34,2.69,734
46782,0.5,Very Good,H,SI1,62.6,58,5.06,5.12,3.18,1133
46783,0.34,Ideal,G,VVS2,62.5,56,4.53,4.55,2.83,965
46784,1.2,Good,G,VVS2,63.3,60,6.72,6.68,4.25,8442
46785,0.61,Premium,H,VS1,61.1,59,5.52,5.47,3.35,2426
46786,1.01,Premium,H,SI1,60.8,60,6.51,6.45,3.94,4641
46787,0.32,Ideal,E,VVS2,61.5,56,4.43,4.46,2.73,917
46788,1.01,Very Good,F,SI2,60.7,55,6.47,6.52,3.94,4355
46789,1.64,Premium,E,VS2,61.8,58,7.59,7.56,4.68,15178
46790,1.41,Ideal,D,SI2,61.2,57,7.23,7.18,4.42,8959
46791,0.32,Premium,H,VVS1,62,59,4.42,4.37,2.72,936
46792,1,Very Good,D,SI1,60.1,61,6.35,6.4,3.84,5072
46793,0.32,Ideal,F,VVS2,61.8,55,4.39,4.42,2.72,730
46794,0.7,Ideal,G,VS1,61.4,56,5.74,5.77,3.53,2646
46795,0.41,Ideal,E,VS1,62.6,57,4.79,4.74,2.98,1076
46796,1.01,Very Good,F,VS1,62.7,57,6.34,6.42,4,7479
46797,1.5,Very Good,G,SI1,62.8,57,7.25,7.29,4.57,11452
46798,1.5,Very Good,I,SI2,61,59,7.37,7.35,4.49,8392
46799,0.79,Very Good,G,VS1,61.7,58,5.89,5.93,3.64,3253
46800,0.54,Ideal,H,SI2,61.9,57,5.21,5.25,3.23,1140
46801,0.72,Very Good,G,VS2,62.4,58,5.73,5.78,3.6,2493
46802,0.42,Premium,G,VS1,61.7,58,4.85,4.81,2.98,1008
46803,0.3,Premium,G,VVS2,61.1,58,4.28,4.32,2.63,878
46804,0.23,Ideal,F,VS1,61.9,54,3.94,4,2.45,572
46805,0.9,Premium,E,SI2,62.2,58,6.16,6.19,3.84,3669
46806,0.35,Ideal,F,SI1,61.6,55,4.53,4.55,2.79,703
46807,0.31,Ideal,G,SI1,62,53,4.37,4.35,2.7,593
46808,0.38,Premium,E,SI2,59.9,60,4.7,4.68,2.81,600
46809,0.6,Ideal,G,VS1,61.9,56,5.4,5.37,3.33,2458
46810,0.32,Ideal,H,VVS1,61.8,56,4.42,4.44,2.74,753
46811,1.22,Premium,F,SI1,62.2,58,6.84,6.86,4.26,6947
46812,0.31,Good,G,VS1,63.9,56,4.27,4.23,2.72,802
46813,0.7,Premium,F,SI1,62.6,58,5.64,5.6,3.52,1971
46814,0.75,Very Good,E,VS2,63.5,57,5.83,5.75,3.69,2940
46815,1.01,Premium,E,SI1,61.1,59,6.48,6.44,3.95,6272
46816,0.9,Ideal,H,VS2,62.6,56,6.19,6.22,3.88,4137
46817,0.5,Very Good,E,VS1,62.8,57,5.11,5.09,3.2,1671
46818,0.51,Ideal,E,VS1,62.3,55,5.12,5.16,3.2,2032
46819,0.39,Ideal,G,VVS2,61.3,56,4.68,4.72,2.88,726
46820,0.31,Ideal,H,VVS1,61.8,55,4.36,4.39,2.7,752
46821,1.51,Very Good,H,VS2,63.1,58,7.29,7.23,4.57,9996
46822,1.01,Ideal,E,SI1,61.4,57,6.43,6.49,3.97,5433
46823,0.9,Ideal,G,IF,61.6,55,6.24,6.27,3.85,6335
46824,0.71,Ideal,D,VVS2,62,58,5.71,5.73,3.54,4221
46825,2.08,Good,I,VS2,58.6,62,8.4,8.47,4.94,17029
46826,0.72,Very Good,F,SI1,62,58,5.7,5.78,3.56,2230
46827,0.51,Ideal,D,VS2,61.9,56,5.12,5.11,3.17,1882
46828,1.5,Very Good,D,SI2,63.5,58,7.28,7.23,4.61,10053
46829,0.71,Ideal,G,VS1,61.8,56,5.73,5.69,3.52,2761
46830,0.42,Ideal,G,VVS1,61.6,55,4.85,4.81,2.98,1021
46831,0.58,Ideal,E,VS1,61.1,56,5.38,5.41,3.3,2143
46832,0.32,Very Good,G,VS2,62.7,55,4.37,4.41,2.75,561
46833,1.01,Good,I,VS2,63.6,58,6.29,6.37,4.02,4676
46834,0.71,Good,F,SI1,63.8,60,5.6,5.64,3.59,2420
46835,0.33,Very Good,I,VS2,61.5,60,4.43,4.46,2.73,743
46836,0.4,Premium,F,VS1,61.7,59,4.72,4.8,2.93,1050
46837,0.36,Ideal,D,SI2,61.6,55,4.57,4.62,2.82,573
46838,0.4,Ideal,F,VS1,62.2,56,4.74,4.72,2.94,968
46839,0.3,Ideal,H,SI1,61.6,55,4.27,4.32,2.65,486
46840,1.61,Ideal,H,VS2,62.1,55.8,7.5,7.56,4.68,10967
46841,1.52,Premium,E,SI2,61.1,60,7.44,7.46,4.55,10412
46842,0.74,Ideal,D,VS2,62.1,56,5.8,5.82,3.6,3481
46843,0.32,Ideal,D,VVS2,62.6,56,4.37,4.39,2.74,995
46844,1.52,Ideal,E,VS2,59,62,7.52,7.45,4.42,15488
46845,0.9,Very Good,G,SI2,62.9,56,6.1,6.15,3.86,3114
46846,0.91,Good,H,VVS2,64.3,61,6.08,6.12,3.9,8107
46847,1.03,Premium,F,SI2,61.1,58,6.5,6.53,3.98,4704
46848,0.52,Ideal,D,VS2,61.7,56,5.16,5.19,3.19,2613
46849,1.58,Very Good,D,SI2,62.8,58,7.38,7.41,4.65,11040
46850,1,Premium,F,SI2,62.9,58,6.39,6.35,4.01,4798
46851,1.5,Premium,I,VVS2,61.7,58,7.34,7.29,4.52,11303
46852,1.5,Very Good,I,SI2,63.1,57,7.27,7.21,4.57,6740
46853,0.91,Very Good,J,VS2,63.5,58,6.16,6.13,3.9,3423
46854,0.5,Premium,F,VVS2,60.5,59,5.19,5.14,3.13,2146
46855,1.53,Very Good,F,SI1,60.4,56,7.53,7.61,4.6,11267
46856,1.14,Good,F,VS2,63.7,56,6.59,6.63,4.21,7742
46857,0.72,Ideal,G,SI1,62.2,55,5.73,5.79,3.58,2513
46858,0.3,Ideal,E,VS1,61.9,57,4.29,4.32,2.66,1013
46859,0.51,Ideal,E,SI1,62.3,57,5.13,5.15,3.2,1374
46860,1,Ideal,D,VS1,61.9,56,6.43,6.4,3.97,8820
46861,0.51,Ideal,F,VS1,62.1,57,5.15,5.11,3.18,1592
46862,1.11,Premium,H,VS2,62.6,59,6.59,6.66,4.16,5624
46863,0.9,Ideal,H,SI2,61.9,57,6.23,6.18,3.84,3407
46864,0.32,Ideal,F,VS1,61.2,55,4.44,4.41,2.71,735
46865,0.33,Ideal,F,VVS1,62.3,56,4.43,4.46,2.77,1021
46866,0.7,Ideal,F,SI1,62.8,56,5.64,5.66,3.55,2089
46867,0.36,Premium,E,SI1,60,60,4.6,4.57,2.76,713
46868,1.28,Ideal,I,SI2,61.2,55,6.95,6.99,4.26,5820
46869,0.54,Ideal,G,VS1,62.7,55,5.19,5.22,3.26,1751
46870,2.02,Premium,H,SI2,61.7,56,8.09,8.19,5.01,16575
46871,1.24,Ideal,G,VVS2,62.2,57,6.85,6.89,4.27,10221
46872,0.34,Good,E,SI1,63.3,59,4.44,4.43,2.81,533
46873,0.4,Ideal,G,VVS1,61.4,56,4.71,4.75,2.91,1097
46874,1.09,Very Good,E,SI1,63,59,6.56,6.59,4.14,5316
46875,0.76,Premium,D,VS1,61.8,58,5.83,5.85,3.61,3357
46876,0.41,Good,D,SI1,63.7,58,4.73,4.7,3.01,896
46877,0.31,Premium,E,SI1,62.8,59,4.36,4.33,2.73,544
46878,1,Good,F,SI1,64.2,59,6.27,6.22,4.01,3669
46879,0.42,Ideal,D,SI1,61.2,56,4.85,4.85,2.96,810
46880,1.02,Premium,F,SI2,61,60,6.44,6.47,3.94,4292
46881,0.71,Ideal,E,SI1,61.3,57,5.72,5.76,3.52,2635
46882,1.5,Very Good,J,SI2,61.9,59,7.32,7.36,4.55,6727
46883,1.5,Premium,I,SI1,61.9,60,7.41,7.33,4.56,8561
46884,0.71,Very Good,H,VS1,61.9,58,5.67,5.7,3.52,2383
46885,1.01,Fair,E,VS2,64.6,56,6.3,6.23,4.06,6289
46886,1.2,Ideal,G,VS1,62.2,56,6.76,6.8,4.21,8184
46887,1.13,Premium,J,VS2,59.6,58,6.82,6.78,4.05,4769
46888,0.4,Ideal,D,VS2,62.2,57,4.73,4.76,2.96,1020
